,ngay,giadieuchinh,giadongcua,giathaydoi,KL,GT,giamocua,giacaonhat,giathapnhat,symbol
0,04/03/2022,23.90 ,23.90 ,0.50 (2.14 %),"730,600 ","17,407,000,000 ",23.40 ,24.40 ,23.30 ,ELC
1,03/03/2022,23.40 ,23.40 ,0.00 (0.00 %),"304,500 ","7,172,000,000 ",23.40 ,23.90 ,23.15 ,ELC
2,02/03/2022,23.40 ,23.40 ,-0.60 (-2.50 %),"399,300 ","9,357,000,000 ",23.90 ,24.10 ,23.15 ,ELC
3,01/03/2022,24.00 ,24.00 ,0.40 (1.69 %),"395,800 ","9,430,000,000 ",23.55 ,24.20 ,23.25 ,ELC
4,28/02/2022,23.55 ,23.55 ,-0.15 (-0.63 %),"199,400 ","4,666,000,000 ",23.70 ,24.00 ,23.10 ,ELC
5,25/02/2022,23.70 ,23.70 ,0.60 (2.60 %),"295,000 ","7,011,000,000 ",23.30 ,24.40 ,23.30 ,ELC
6,24/02/2022,23.10 ,23.10 ,-1.40 (-5.71 %),"617,500 ","14,574,000,000 ",24.30 ,24.35 ,22.90 ,ELC
7,23/02/2022,24.50 ,24.50 ,-0.10 (-0.41 %),"486,600 ","11,927,000,000 ",24.70 ,24.90 ,24.20 ,ELC
8,22/02/2022,24.55 ,24.55 ,0.85 (3.59 %),"907,000 ","21,983,000,000 ",23.65 ,24.55 ,23.65 ,ELC
9,21/02/2022,23.65 ,23.65 ,0.15 (0.64 %),"339,000 ","8,148,000,000 ",24.40 ,24.45 ,23.60 ,ELC
10,18/02/2022,23.50 ,23.50 ,1.50 (6.82 %),"702,100 ","16,291,000,000 ",22.05 ,23.50 ,22.05 ,ELC
11,17/02/2022,22.00 ,22.00 ,-0.10 (-0.45 %),"141,800 ","3,132,000,000 ",21.90 ,22.25 ,21.90 ,ELC
12,16/02/2022,22.05 ,22.05 ,-0.35 (-1.56 %),"203,200 ","4,483,000,000 ",22.60 ,22.60 ,21.80 ,ELC
13,15/02/2022,22.35 ,22.35 ,-0.15 (-0.67 %),"162,700 ","3,624,000,000 ",22.50 ,22.50 ,22.05 ,ELC
14,14/02/2022,22.50 ,22.50 ,-0.50 (-2.17 %),"270,000 ","6,055,000,000 ",23.00 ,23.00 ,22.00 ,ELC
15,11/02/2022,23.00 ,23.00 ,-0.40 (-1.71 %),"91,200 ","2,102,000,000 ",23.20 ,23.20 ,22.80 ,ELC
16,10/02/2022,23.35 ,23.35 ,-0.05 (-0.21 %),"221,600 ","5,111,000,000 ",23.20 ,23.45 ,22.85 ,ELC
17,09/02/2022,23.40 ,23.40 ,-0.10 (-0.43 %),"154,200 ","3,628,000,000 ",23.80 ,24.00 ,23.40 ,ELC
18,08/02/2022,23.50 ,23.50 ,0.50 (2.17 %),"87,100 ","2,032,000,000 ",23.00 ,23.85 ,23.00 ,ELC
19,07/02/2022,23.00 ,23.00 ,0.50 (2.22 %),"106,200 ","2,425,000,000 ",22.50 ,23.25 ,22.50 ,ELC
0,28/01/2022,22.50 ,22.50 ,0.70 (3.21 %),"155,700 ","3,469,000,000 ",21.75 ,23.25 ,21.75 ,ELC
1,27/01/2022,21.75 ,21.75 ,0.05 (0.23 %),"119,100 ","2,577,000,000 ",21.70 ,21.90 ,21.45 ,ELC
2,26/01/2022,21.70 ,21.70 ,0.00 (0.00 %),"160,700 ","3,448,000,000 ",21.65 ,21.85 ,20.95 ,ELC
3,25/01/2022,21.65 ,21.65 ,-0.45 (-2.04 %),"78,700 ","1,711,000,000 ",21.25 ,21.90 ,21.25 ,ELC
4,24/01/2022,22.05 ,22.05 ,-0.65 (-2.86 %),"141,000 ","3,096,000,000 ",22.65 ,22.65 ,21.50 ,ELC
5,21/01/2022,22.65 ,22.65 ,-0.05 (-0.22 %),"165,400 ","3,699,000,000 ",22.65 ,22.80 ,21.90 ,ELC
6,20/01/2022,22.50 ,22.50 ,1.20 (5.63 %),"162,400 ","3,546,000,000 ",21.25 ,22.70 ,21.05 ,ELC
7,19/01/2022,21.10 ,21.10 ,0.00 (0.00 %),"188,200 ","3,980,000,000 ",21.10 ,22.00 ,20.80 ,ELC
8,18/01/2022,21.10 ,21.10 ,-1.30 (-5.80 %),"285,300 ","6,113,000,000 ",21.50 ,22.80 ,20.90 ,ELC
9,17/01/2022,22.40 ,22.40 ,-1.25 (-5.29 %),"389,900 ","8,962,000,000 ",23.65 ,23.65 ,22.00 ,ELC
10,14/01/2022,23.65 ,23.65 ,-0.05 (-0.21 %),"212,500 ","4,974,000,000 ",23.60 ,24.30 ,22.80 ,ELC
11,13/01/2022,23.65 ,23.65 ,0.15 (0.64 %),"308,600 ","7,328,000,000 ",23.50 ,24.50 ,23.25 ,ELC
12,12/01/2022,23.50 ,23.50 ,-0.50 (-2.08 %),"356,100 ","8,366,000,000 ",23.60 ,24.00 ,22.80 ,ELC
13,11/01/2022,24.00 ,24.00 ,-0.40 (-1.64 %),"407,600 ","9,712,000,000 ",24.40 ,24.40 ,23.00 ,ELC
14,10/01/2022,24.40 ,24.40 ,-1.40 (-5.43 %),"668,500 ","16,714,000,000 ",25.80 ,25.80 ,24.40 ,ELC
15,07/01/2022,25.80 ,25.80 ,-0.20 (-0.77 %),"622,200 ","15,912,000,000 ",26.00 ,26.00 ,25.35 ,ELC
16,06/01/2022,26.00 ,26.00 ,0.00 (0.00 %),"323,100 ","8,392,000,000 ",26.30 ,26.30 ,25.80 ,ELC
17,05/01/2022,26.00 ,26.00 ,0.10 (0.39 %),"675,100 ","17,386,000,000 ",25.65 ,26.40 ,25.60 ,ELC
18,04/01/2022,25.90 ,25.90 ,0.10 (0.39 %),"274,500 ","7,142,000,000 ",25.90 ,26.25 ,25.80 ,ELC
19,31/12/2021,25.80 ,25.80 ,-0.80 (-3.01 %),"313,100 ","8,184,000,000 ",26.50 ,26.60 ,25.70 ,ELC
0,30/12/2021,26.60 ,26.60 ,0.00 (0.00 %),"240,300 ","6,406,000,000 ",26.80 ,26.90 ,26.40 ,ELC
1,29/12/2021,26.55 ,26.55 ,0.05 (0.19 %),"470,800 ","12,410,000,000 ",26.15 ,27.30 ,25.80 ,ELC
2,28/12/2021,26.50 ,26.50 ,-0.70 (-2.57 %),"480,700 ","12,767,000,000 ",26.60 ,26.80 ,26.45 ,ELC
3,27/12/2021,27.20 ,27.20 ,-0.60 (-2.16 %),"363,400 ","9,763,000,000 ",27.95 ,27.95 ,26.50 ,ELC
4,24/12/2021,27.80 ,27.80 ,1.80 (6.92 %),"667,800 ","17,914,000,000 ",26.10 ,27.80 ,25.70 ,ELC
5,23/12/2021,26.00 ,26.00 ,0.30 (1.17 %),"488,200 ","12,631,000,000 ",25.50 ,26.65 ,25.50 ,ELC
6,22/12/2021,25.65 ,25.65 ,-1.15 (-4.29 %),"1,251,000 ","32,306,000,000 ",26.85 ,26.90 ,25.50 ,ELC
7,21/12/2021,26.80 ,26.80 ,-1.90 (-6.62 %),"1,244,800 ","34,007,000,000 ",28.00 ,28.50 ,26.70 ,ELC
8,20/12/2021,28.70 ,28.70 ,-0.30 (-1.03 %),"394,100 ","11,322,000,000 ",29.40 ,29.40 ,28.50 ,ELC
9,17/12/2021,29.00 ,29.00 ,-0.40 (-1.36 %),"755,900 ","22,098,000,000 ",29.60 ,29.60 ,29.00 ,ELC
10,16/12/2021,29.40 ,29.40 ,1.40 (5.00 %),"1,814,400 ","52,283,000,000 ",28.00 ,29.50 ,27.30 ,ELC
11,15/12/2021,28.00 ,28.00 ,-0.20 (-0.71 %),"473,500 ","13,235,000,000 ",27.70 ,28.40 ,27.70 ,ELC
12,14/12/2021,28.20 ,28.20 ,-0.30 (-1.05 %),"1,032,300 ","29,487,000,000 ",28.50 ,29.20 ,28.00 ,ELC
13,13/12/2021,28.50 ,28.50 ,1.60 (5.95 %),"1,554,500 ","43,573,000,000 ",27.80 ,28.50 ,27.10 ,ELC
14,10/12/2021,26.90 ,26.90 ,1.75 (6.96 %),"1,156,700 ","30,724,000,000 ",25.15 ,26.90 ,25.10 ,ELC
15,09/12/2021,25.15 ,25.15 ,0.00 (0.00 %),"155,000 ","3,898,000,000 ",25.15 ,25.30 ,25.00 ,ELC
16,08/12/2021,25.15 ,25.15 ,0.05 (0.20 %),"269,900 ","6,783,000,000 ",25.40 ,25.40 ,25.00 ,ELC
17,07/12/2021,25.10 ,25.10 ,0.40 (1.62 %),"245,900 ","6,150,000,000 ",25.00 ,25.50 ,24.55 ,ELC
18,06/12/2021,24.70 ,24.70 ,-0.40 (-1.59 %),"313,100 ","7,894,000,000 ",25.45 ,25.60 ,24.65 ,ELC
19,03/12/2021,25.10 ,25.10 ,0.45 (1.83 %),"339,400 ","8,481,000,000 ",25.00 ,26.00 ,24.40 ,ELC
0,02/12/2021,24.65 ,24.65 ,0.05 (0.20 %),"184,300 ","4,553,000,000 ",24.60 ,24.80 ,24.60 ,ELC
1,01/12/2021,24.60 ,24.60 ,-0.50 (-1.99 %),"286,800 ","7,090,000,000 ",25.10 ,25.45 ,24.60 ,ELC
2,30/11/2021,25.10 ,25.10 ,-0.20 (-0.79 %),"416,000 ","10,514,000,000 ",25.15 ,25.65 ,25.00 ,ELC
3,29/11/2021,25.30 ,25.30 ,-0.30 (-1.17 %),"350,300 ","8,822,000,000 ",25.00 ,25.35 ,25.00 ,ELC
4,26/11/2021,25.60 ,25.60 ,-0.15 (-0.58 %),"478,100 ","12,208,000,000 ",25.75 ,25.75 ,25.10 ,ELC
5,25/11/2021,25.75 ,25.75 ,0.15 (0.59 %),"289,300 ","7,423,000,000 ",25.40 ,26.10 ,25.35 ,ELC
6,24/11/2021,25.60 ,25.60 ,1.10 (4.49 %),"500,300 ","12,862,000,000 ",26.00 ,26.00 ,25.25 ,ELC
7,23/11/2021,24.50 ,24.50 ,1.60 (6.99 %),"290,500 ","6,985,000,000 ",22.90 ,24.50 ,22.55 ,ELC
8,22/11/2021,22.90 ,22.90 ,-0.95 (-3.98 %),"957,300 ","22,101,000,000 ",22.55 ,23.90 ,22.55 ,ELC
9,19/11/2021,23.85 ,23.85 ,-1.75 (-6.84 %),"830,400 ","20,361,000,000 ",25.20 ,25.25 ,23.85 ,ELC
10,18/11/2021,25.60 ,25.60 ,-0.30 (-1.16 %),"467,100 ","11,947,000,000 ",25.80 ,26.20 ,25.15 ,ELC
11,17/11/2021,25.90 ,25.90 ,-0.55 (-2.08 %),"364,700 ","9,414,000,000 ",26.10 ,26.20 ,25.60 ,ELC
12,16/11/2021,26.45 ,26.45 ,0.75 (2.92 %),"518,300 ","13,675,000,000 ",26.00 ,27.20 ,25.70 ,ELC
13,15/11/2021,25.70 ,25.70 ,0.45 (1.78 %),"575,500 ","14,839,000,000 ",25.00 ,26.50 ,25.00 ,ELC
14,12/11/2021,25.25 ,25.25 ,-1.35 (-5.08 %),"1,847,000 ","46,610,000,000 ",26.00 ,26.40 ,24.80 ,ELC
15,11/11/2021,26.60 ,26.60 ,-1.05 (-3.80 %),"1,335,300 ","35,995,000,000 ",27.60 ,27.65 ,26.40 ,ELC
16,10/11/2021,27.65 ,27.65 ,-0.15 (-0.54 %),"396,100 ","10,976,000,000 ",27.80 ,28.00 ,27.55 ,ELC
17,09/11/2021,27.80 ,27.80 ,-0.10 (-0.36 %),"490,100 ","13,725,000,000 ",27.50 ,28.50 ,27.50 ,ELC
18,08/11/2021,27.90 ,27.90 ,0.30 (1.09 %),"559,100 ","15,382,000,000 ",27.40 ,28.20 ,27.35 ,ELC
19,05/11/2021,27.60 ,27.60 ,-0.55 (-1.95 %),"523,800 ","14,457,000,000 ",28.10 ,28.10 ,27.50 ,ELC
0,04/11/2021,28.15 ,28.15 ,-0.65 (-2.26 %),"726,600 ","20,311,000,000 ",28.70 ,28.70 ,27.70 ,ELC
1,03/11/2021,28.80 ,28.80 ,-0.05 (-0.17 %),"1,009,800 ","28,972,000,000 ",29.00 ,29.40 ,28.00 ,ELC
2,02/11/2021,28.85 ,28.85 ,0.35 (1.23 %),"799,000 ","22,902,000,000 ",28.50 ,29.00 ,28.30 ,ELC
3,01/11/2021,28.50 ,28.50 ,1.00 (3.64 %),"953,400 ","26,691,000,000 ",27.50 ,28.60 ,27.35 ,ELC
4,29/10/2021,27.50 ,27.50 ,-0.30 (-1.08 %),"689,700 ","19,038,000,000 ",28.10 ,28.10 ,27.40 ,ELC
5,28/10/2021,27.80 ,27.80 ,0.30 (1.09 %),"568,200 ","15,875,000,000 ",27.50 ,28.20 ,27.50 ,ELC
6,27/10/2021,27.50 ,27.50 ,-0.35 (-1.26 %),"695,500 ","19,220,000,000 ",27.90 ,27.90 ,27.50 ,ELC
7,26/10/2021,27.85 ,27.85 ,-0.05 (-0.18 %),"449,200 ","12,530,000,000 ",28.20 ,28.35 ,27.60 ,ELC
8,25/10/2021,27.90 ,27.90 ,0.50 (1.82 %),"674,400 ","18,783,000,000 ",27.00 ,29.00 ,27.00 ,ELC
9,22/10/2021,27.40 ,27.40 ,-0.65 (-2.32 %),"1,011,200 ","27,872,000,000 ",28.05 ,28.05 ,27.00 ,ELC
10,21/10/2021,28.05 ,28.05 ,-1.55 (-5.24 %),"1,624,200 ","46,192,000,000 ",29.30 ,29.45 ,27.85 ,ELC
11,20/10/2021,29.60 ,29.60 ,-0.40 (-1.33 %),"509,500 ","15,138,000,000 ",30.00 ,30.05 ,29.30 ,ELC
12,19/10/2021,30.00 ,30.00 ,-0.10 (-0.33 %),"491,700 ","14,674,000,000 ",30.00 ,30.20 ,29.10 ,ELC
13,18/10/2021,30.10 ,30.10 ,-0.10 (-0.33 %),"646,200 ","19,307,000,000 ",30.50 ,30.50 ,29.65 ,ELC
14,15/10/2021,30.20 ,30.20 ,-0.45 (-1.47 %),"1,000,300 ","30,224,000,000 ",30.65 ,30.65 ,29.75 ,ELC
15,14/10/2021,30.65 ,30.65 ,0.35 (1.16 %),"694,800 ","21,170,000,000 ",30.70 ,30.85 ,30.10 ,ELC
16,13/10/2021,30.30 ,30.30 ,1.70 (5.94 %),"982,600 ","29,047,000,000 ",28.65 ,30.30 ,28.65 ,ELC
17,12/10/2021,28.60 ,28.60 ,-0.50 (-1.72 %),"1,077,200 ","31,030,000,000 ",28.80 ,29.25 ,28.55 ,ELC
18,11/10/2021,29.10 ,29.10 ,-0.40 (-1.36 %),"929,400 ","27,265,000,000 ",29.50 ,29.80 ,29.00 ,ELC
19,08/10/2021,29.50 ,29.50 ,0.65 (2.25 %),"1,241,000 ","36,561,000,000 ",28.90 ,30.55 ,28.40 ,ELC
0,07/10/2021,28.85 ,28.85 ,1.85 (6.85 %),"1,618,900 ","45,318,000,000 ",27.50 ,28.85 ,27.25 ,ELC
1,06/10/2021,27.00 ,27.00 ,0.80 (3.05 %),"1,650,300 ","42,749,000,000 ",26.00 ,27.00 ,24.80 ,ELC
2,05/10/2021,26.20 ,26.20 ,-1.05 (-3.85 %),"1,541,300 ","40,844,000,000 ",27.25 ,27.40 ,25.85 ,ELC
3,04/10/2021,27.25 ,27.25 ,0.05 (0.18 %),"603,300 ","16,492,000,000 ",27.95 ,27.95 ,27.10 ,ELC
4,01/10/2021,27.20 ,27.20 ,0.25 (0.93 %),"726,000 ","19,662,000,000 ",26.95 ,27.45 ,26.50 ,ELC
5,30/09/2021,26.95 ,26.95 ,0.95 (3.65 %),"991,500 ","26,352,000,000 ",26.00 ,27.20 ,26.00 ,ELC
6,29/09/2021,26.00 ,26.00 ,-0.30 (-1.14 %),"519,100 ","13,451,000,000 ",26.25 ,26.30 ,25.60 ,ELC
7,28/09/2021,26.30 ,26.30 ,-0.15 (-0.57 %),"955,700 ","24,770,000,000 ",26.00 ,26.30 ,25.00 ,ELC
8,27/09/2021,26.45 ,26.45 ,0.70 (2.72 %),"1,210,400 ","31,901,000,000 ",25.95 ,26.60 ,25.85 ,ELC
9,24/09/2021,25.75 ,25.75 ,0.80 (3.21 %),"939,800 ","23,986,000,000 ",25.00 ,25.80 ,24.95 ,ELC
10,23/09/2021,24.95 ,24.95 ,0.65 (2.67 %),"1,255,700 ","31,294,000,000 ",24.50 ,25.90 ,24.45 ,ELC
11,22/09/2021,24.30 ,24.30 ,0.20 (0.83 %),"460,900 ","11,109,000,000 ",24.25 ,24.35 ,23.75 ,ELC
12,21/09/2021,24.10 ,24.10 ,-0.25 (-1.03 %),"811,300 ","19,390,000,000 ",23.60 ,24.35 ,23.60 ,ELC
13,20/09/2021,24.35 ,24.35 ,0.05 (0.21 %),"879,700 ","21,370,000,000 ",24.60 ,24.60 ,24.00 ,ELC
14,17/09/2021,24.30 ,24.30 ,0.80 (3.40 %),"623,600 ","15,059,000,000 ",23.60 ,24.45 ,23.60 ,ELC
15,16/09/2021,23.50 ,23.50 ,0.20 (0.86 %),"691,500 ","15,912,000,000 ",23.50 ,23.65 ,22.00 ,ELC
16,15/09/2021,23.30 ,23.30 ,0.70 (3.10 %),"865,900 ","20,242,000,000 ",23.20 ,24.00 ,22.70 ,ELC
17,14/09/2021,22.60 ,22.60 ,1.45 (6.86 %),"1,099,500 ","24,241,000,000 ",21.20 ,22.60 ,21.15 ,ELC
18,13/09/2021,21.15 ,21.15 ,0.70 (3.42 %),"903,300 ","19,012,000,000 ",20.70 ,21.20 ,20.70 ,ELC
19,10/09/2021,20.45 ,20.45 ,0.10 (0.49 %),"556,200 ","11,329,000,000 ",20.45 ,20.45 ,20.25 ,ELC
0,09/09/2021,20.35 ,20.35 ,0.05 (0.25 %),"587,700 ","11,908,000,000 ",20.30 ,20.45 ,20.00 ,ELC
1,08/09/2021,20.30 ,20.30 ,-0.10 (-0.49 %),"677,700 ","13,750,000,000 ",20.40 ,20.45 ,20.10 ,ELC
2,07/09/2021,20.40 ,20.40 ,0.00 (0.00 %),"739,200 ","14,989,000,000 ",20.50 ,20.50 ,19.60 ,ELC
3,06/09/2021,20.40 ,20.40 ,0.50 (2.51 %),"646,100 ","13,059,000,000 ",20.20 ,20.40 ,20.00 ,ELC
4,01/09/2021,19.90 ,19.90 ,0.20 (1.02 %),"655,500 ","12,967,000,000 ",19.50 ,20.00 ,19.50 ,ELC
5,31/08/2021,19.70 ,19.70 ,-0.10 (-0.51 %),"1,034,200 ","20,407,000,000 ",20.00 ,20.00 ,19.50 ,ELC
6,30/08/2021,19.80 ,19.80 ,0.85 (4.49 %),"725,400 ","14,279,000,000 ",19.30 ,20.00 ,19.20 ,ELC
7,27/08/2021,18.95 ,18.95 ,0.65 (3.55 %),"516,600 ","9,550,000,000 ",18.20 ,19.00 ,18.20 ,ELC
8,26/08/2021,18.30 ,18.30 ,0.00 (0.00 %),"651,800 ","11,946,000,000 ",18.50 ,18.65 ,18.25 ,ELC
9,25/08/2021,18.30 ,18.30 ,0.10 (0.55 %),"936,000 ","17,086,000,000 ",18.20 ,18.50 ,18.00 ,ELC
10,24/08/2021,18.20 ,18.20 ,-1.00 (-5.21 %),"927,400 ","17,106,000,000 ",19.00 ,19.20 ,17.90 ,ELC
11,23/08/2021,19.20 ,19.20 ,1.20 (6.67 %),"1,497,100 ","28,554,000,000 ",18.20 ,19.25 ,18.20 ,ELC
12,20/08/2021,18.00 ,18.00 ,0.05 (0.28 %),"1,905,800 ","34,666,000,000 ",18.20 ,18.50 ,17.80 ,ELC
13,19/08/2021,17.95 ,17.95 ,0.30 (1.70 %),"764,300 ","13,409,000,000 ",17.65 ,17.95 ,17.30 ,ELC
14,18/08/2021,17.65 ,17.65 ,-0.10 (-0.56 %),"611,900 ","10,793,000,000 ",17.80 ,17.85 ,17.50 ,ELC
15,17/08/2021,17.75 ,17.75 ,-0.15 (-0.84 %),"501,100 ","8,901,000,000 ",18.05 ,18.05 ,17.50 ,ELC
16,16/08/2021,17.90 ,17.90 ,0.50 (2.87 %),"1,746,600 ","31,077,000,000 ",17.55 ,18.10 ,17.45 ,ELC
17,13/08/2021,17.40 ,17.40 ,0.40 (2.35 %),"839,100 ","14,423,000,000 ",16.80 ,17.45 ,16.80 ,ELC
18,12/08/2021,17.00 ,17.00 ,-0.10 (-0.58 %),"665,700 ","11,273,000,000 ",16.80 ,17.20 ,16.80 ,ELC
19,11/08/2021,17.10 ,17.10 ,-0.45 (-2.56 %),"985,300 ","16,864,000,000 ",17.20 ,17.40 ,16.85 ,ELC
0,10/08/2021,17.55 ,17.55 ,0.20 (1.15 %),"571,400 ","9,964,000,000 ",17.50 ,17.55 ,17.35 ,ELC
1,09/08/2021,17.35 ,17.35 ,0.25 (1.46 %),"853,800 ","14,676,000,000 ",16.90 ,17.40 ,16.85 ,ELC
2,06/08/2021,17.10 ,17.10 ,0.65 (3.95 %),"1,843,000 ","31,187,000,000 ",16.60 ,17.40 ,16.50 ,ELC
3,05/08/2021,16.45 ,16.45 ,-0.05 (-0.30 %),"819,500 ","13,351,000,000 ",16.50 ,16.55 ,16.15 ,ELC
4,04/08/2021,16.40 ,16.40 ,-0.25 (-1.50 %),"562,900 ","9,298,000,000 ",17.00 ,17.00 ,16.25 ,ELC
5,03/08/2021,16.65 ,16.65 ,0.70 (4.39 %),"1,176,300 ","19,022,000,000 ",15.85 ,16.65 ,15.85 ,ELC
6,02/08/2021,15.95 ,15.95 ,0.05 (0.31 %),"891,300 ","14,266,000,000 ",15.70 ,16.25 ,15.70 ,ELC
7,30/07/2021,15.90 ,15.90 ,0.20 (1.27 %),"797,800 ","12,693,000,000 ",15.50 ,16.40 ,15.50 ,ELC
8,29/07/2021,15.70 ,15.70 ,0.00 (0.00 %),"545,900 ","8,631,000,000 ",15.70 ,16.20 ,15.60 ,ELC
9,28/07/2021,15.70 ,15.70 ,1.00 (6.80 %),"1,242,600 ","19,295,000,000 ",14.80 ,15.70 ,14.80 ,ELC
10,27/07/2021,14.70 ,14.70 ,0.70 (5.00 %),"480,400 ","6,997,000,000 ",14.40 ,14.75 ,14.10 ,ELC
11,26/07/2021,14.00 ,14.00 ,0.30 (2.19 %),"440,200 ","6,073,000,000 ",13.65 ,14.00 ,13.65 ,ELC
12,23/07/2021,13.70 ,13.70 ,-0.25 (-1.79 %),"215,200 ","2,981,000,000 ",13.90 ,14.00 ,13.70 ,ELC
13,22/07/2021,13.95 ,13.95 ,-0.20 (-1.41 %),"276,300 ","3,863,000,000 ",14.15 ,14.15 ,13.85 ,ELC
14,21/07/2021,14.15 ,14.15 ,0.00 (0.00 %),"110,200 ","1,550,000,000 ",14.15 ,14.20 ,13.95 ,ELC
15,20/07/2021,14.15 ,14.15 ,0.15 (1.07 %),"180,000 ","2,491,000,000 ",14.30 ,14.30 ,13.50 ,ELC
16,19/07/2021,14.00 ,14.00 ,-1.10 (-7.28 %),"182,000 ","2,569,000,000 ",13.95 ,14.80 ,13.90 ,ELC
17,16/07/2021,14.50 ,15.10 ,0.00 (0.00 %),"216,900 ","3,257,000,000 ",15.00 ,15.15 ,14.85 ,ELC
18,15/07/2021,14.50 ,15.10 ,0.40 (2.72 %),"1,241,300 ","18,638,000,000 ",14.95 ,15.10 ,14.70 ,ELC
19,14/07/2021,14.12 ,14.70 ,0.50 (3.52 %),"654,500 ","9,682,000,000 ",14.20 ,15.10 ,14.20 ,ELC
0,13/07/2021,13.64 ,14.20 ,0.20 (1.43 %),"139,500 ","1,972,000,000 ",14.00 ,14.50 ,13.70 ,ELC
1,12/07/2021,13.44 ,14.00 ,-0.70 (-4.76 %),"450,900 ","6,229,000,000 ",13.80 ,14.30 ,13.70 ,ELC
2,09/07/2021,14.12 ,14.70 ,-0.25 (-1.67 %),"388,000 ","5,667,000,000 ",14.60 ,14.90 ,14.10 ,ELC
3,08/07/2021,14.36 ,14.95 ,-0.50 (-3.24 %),"603,900 ","9,056,000,000 ",15.35 ,15.35 ,14.40 ,ELC
4,07/07/2021,14.84 ,15.45 ,-0.40 (-2.52 %),"608,500 ","9,421,000,000 ",15.85 ,15.85 ,15.30 ,ELC
5,06/07/2021,15.22 ,15.85 ,-0.05 (-0.31 %),"646,400 ","10,247,000,000 ",15.95 ,16.00 ,15.65 ,ELC
6,05/07/2021,15.17 ,15.80 ,-0.10 (-0.63 %),"249,100 ","3,921,000,000 ",15.95 ,15.95 ,15.60 ,ELC
7,02/07/2021,15.27 ,15.90 ,0.00 (0.00 %),"577,100 ","9,118,000,000 ",16.05 ,16.05 ,15.65 ,ELC
8,01/07/2021,15.27 ,15.90 ,-0.10 (-0.62 %),"584,600 ","9,228,000,000 ",15.90 ,15.90 ,15.60 ,ELC
9,30/06/2021,15.36 ,16.00 ,-0.10 (-0.62 %),"521,800 ","8,311,000,000 ",16.10 ,16.15 ,15.75 ,ELC
10,29/06/2021,15.46 ,16.10 ,0.00 (0.00 %),"534,900 ","8,633,000,000 ",16.05 ,16.25 ,16.05 ,ELC
11,28/06/2021,15.46 ,16.10 ,0.20 (1.26 %),"943,100 ","15,177,000,000 ",15.90 ,16.20 ,15.90 ,ELC
12,25/06/2021,15.27 ,15.90 ,0.15 (0.95 %),"852,700 ","13,589,000,000 ",15.80 ,16.20 ,15.75 ,ELC
13,24/06/2021,15.12 ,15.75 ,0.15 (0.96 %),"873,400 ","13,767,000,000 ",15.60 ,15.85 ,15.60 ,ELC
14,23/06/2021,14.98 ,15.60 ,-0.45 (-2.80 %),"747,800 ","11,811,000,000 ",16.00 ,16.20 ,15.60 ,ELC
15,22/06/2021,15.41 ,16.05 ,0.50 (3.22 %),"1,234,700 ","19,643,000,000 ",15.60 ,16.15 ,15.50 ,ELC
16,21/06/2021,14.93 ,15.55 ,-0.05 (-0.32 %),"530,800 ","8,254,000,000 ",15.60 ,15.75 ,15.40 ,ELC
17,18/06/2021,14.98 ,15.60 ,-0.20 (-1.27 %),"1,116,500 ","17,479,000,000 ",15.80 ,16.00 ,15.45 ,ELC
18,17/06/2021,15.17 ,15.80 ,0.55 (3.61 %),"959,800 ","14,897,000,000 ",14.95 ,15.90 ,14.95 ,ELC
19,16/06/2021,14.64 ,15.25 ,-0.10 (-0.65 %),"992,100 ","15,395,000,000 ",15.50 ,16.00 ,15.10 ,ELC
0,15/06/2021,14.74 ,15.35 ,0.85 (5.86 %),"1,663,100 ","25,149,000,000 ",14.50 ,15.50 ,14.35 ,ELC
1,14/06/2021,13.92 ,14.50 ,-0.15 (-1.02 %),"549,700 ","8,091,000,000 ",15.00 ,15.00 ,14.45 ,ELC
2,11/06/2021,14.07 ,14.65 ,0.30 (2.09 %),"983,500 ","14,451,000,000 ",14.90 ,14.90 ,14.50 ,ELC
3,10/06/2021,13.78 ,14.35 ,0.90 (6.69 %),"1,900,800 ","26,748,000,000 ",13.50 ,14.35 ,13.45 ,ELC
4,09/06/2021,12.92 ,13.45 ,0.45 (3.46 %),"875,600 ","11,537,000,000 ",13.10 ,13.50 ,12.90 ,ELC
5,08/06/2021,12.48 ,13.00 ,-0.40 (-2.99 %),"708,900 ","9,285,000,000 ",13.25 ,13.40 ,12.70 ,ELC
6,07/06/2021,12.87 ,13.40 ,-0.05 (-0.37 %),"937,900 ","12,552,000,000 ",13.50 ,13.60 ,13.05 ,ELC
7,04/06/2021,12.92 ,13.45 ,0.00 (0.00 %),"616,200 ","8,301,000,000 ",13.85 ,13.85 ,13.30 ,ELC
8,03/06/2021,12.92 ,13.45 ,0.65 (5.08 %),"880,800 ","11,716,000,000 ",13.00 ,13.50 ,13.00 ,ELC
9,02/06/2021,12.29 ,12.80 ,0.40 (3.23 %),"326,400 ","4,096,000,000 ",12.30 ,13.00 ,12.30 ,ELC
10,01/06/2021,11.91 ,12.40 ,-0.30 (-2.36 %),"316,100 ","3,917,000,000 ",12.30 ,12.60 ,12.25 ,ELC
11,31/05/2021,12.20 ,12.70 ,-0.20 (-1.55 %),"365,000 ","4,598,000,000 ",12.95 ,12.95 ,12.40 ,ELC
