,ngay,giadieuchinh,giadongcua,giathaydoi,KL,GT,giamocua,giacaonhat,giathapnhat,symbol
15,22/06/2021,69.63 ,71.20 ,0.00 (0.00 %),"6,600 ","471,000,000 ",72.80 ,72.80 ,70.60 ,TRA
16,21/06/2021,69.63 ,71.20 ,-1.60 (-2.20 %),"7,800 ","554,000,000 ",72.80 ,72.80 ,70.50 ,TRA
17,18/06/2021,71.20 ,72.80 ,-0.10 (-0.14 %),700 ,"51,000,000 ",72.90 ,72.90 ,72.80 ,TRA
18,17/06/2021,71.30 ,72.90 ,-0.50 (-0.68 %),"3,400 ","243,000,000 ",73.30 ,73.30 ,71.00 ,TRA
19,16/06/2021,71.79 ,73.40 ,-1.10 (-1.48 %),"2,300 ","163,000,000 ",74.00 ,74.00 ,69.30 ,TRA
0,15/06/2021,72.86 ,74.50 ,1.00 (1.36 %),"62,300 ","4,611,000,000 ",73.60 ,74.50 ,73.60 ,TRA
1,14/06/2021,71.88 ,73.50 ,0.50 (0.68 %),"24,300 ","1,785,000,000 ",72.90 ,73.50 ,72.90 ,TRA
2,11/06/2021,71.39 ,73.00 ,0.50 (0.69 %),"32,500 ","2,372,000,000 ",72.50 ,73.30 ,72.50 ,TRA
3,10/06/2021,70.91 ,72.50 ,1.50 (2.11 %),"48,600 ","3,492,000,000 ",70.00 ,73.00 ,70.00 ,TRA
4,09/06/2021,69.44 ,71.00 ,0.20 (0.28 %),"14,000 ","990,000,000 ",70.80 ,71.00 ,70.00 ,TRA
5,08/06/2021,69.24 ,70.80 ,0.60 (0.85 %),"8,400 ","593,000,000 ",70.40 ,70.80 ,70.40 ,TRA
6,07/06/2021,68.66 ,70.20 ,-0.40 (-0.57 %),"10,000 ","702,000,000 ",70.30 ,70.70 ,70.00 ,TRA
7,04/06/2021,69.05 ,70.60 ,0.00 (0.00 %),"3,900 ","272,000,000 ",70.70 ,70.70 ,69.00 ,TRA
8,03/06/2021,69.05 ,70.60 ,0.80 (1.15 %),"12,400 ","872,000,000 ",69.80 ,70.80 ,69.80 ,TRA
9,02/06/2021,68.26 ,69.80 ,0.80 (1.16 %),"4,900 ","337,000,000 ",68.80 ,69.80 ,68.10 ,TRA
10,01/06/2021,67.48 ,69.00 ,-1.20 (-1.71 %),"1,100 ","77,000,000 ",70.00 ,70.00 ,69.00 ,TRA
11,31/05/2021,68.66 ,70.20 ,0.20 (0.29 %),"26,300 ","1,840,000,000 ",69.90 ,70.20 ,69.80 ,TRA
12,28/05/2021,68.46 ,70.00 ,1.00 (1.45 %),"16,500 ","1,154,000,000 ",69.90 ,70.00 ,69.50 ,TRA
13,27/05/2021,67.48 ,69.00 ,0.50 (0.73 %),"16,100 ","1,106,000,000 ",68.60 ,69.00 ,68.50 ,TRA
14,26/05/2021,66.99 ,68.50 ,2.00 (3.01 %),"17,600 ","1,192,000,000 ",66.50 ,68.50 ,66.00 ,TRA
15,25/05/2021,65.04 ,66.50 ,0.00 (0.00 %),"3,600 ","239,000,000 ",66.30 ,66.50 ,66.20 ,TRA
16,24/05/2021,65.04 ,66.50 ,0.00 (0.00 %),"4,900 ","319,000,000 ",66.00 ,66.50 ,65.00 ,TRA
17,21/05/2021,65.04 ,66.50 ,-1.00 (-1.48 %),"2,100 ","140,000,000 ",67.20 ,67.20 ,66.50 ,TRA
18,20/05/2021,65.04 ,67.50 ,-0.90 (-1.32 %),"10,900 ","738,000,000 ",67.50 ,68.40 ,67.00 ,TRA
19,19/05/2021,65.91 ,68.40 ,0.50 (0.74 %),"6,200 ","419,000,000 ",67.50 ,68.40 ,67.20 ,TRA
0,18/05/2021,65.42 ,67.90 ,-0.40 (-0.59 %),"8,500 ","576,000,000 ",68.00 ,68.70 ,67.40 ,TRA
1,17/05/2021,65.81 ,68.30 ,0.00 (0.00 %),"1,300 ","89,000,000 ",68.40 ,68.40 ,68.30 ,TRA
2,14/05/2021,65.81 ,68.30 ,0.80 (1.19 %),"7,500 ","507,000,000 ",67.10 ,68.50 ,67.10 ,TRA
3,13/05/2021,65.04 ,67.50 ,0.00 (0.00 %),"3,100 ","209,000,000 ",67.50 ,67.50 ,67.40 ,TRA
4,12/05/2021,65.04 ,67.50 ,-0.10 (-0.15 %),"5,500 ","371,000,000 ",67.60 ,67.70 ,67.50 ,TRA
5,11/05/2021,65.13 ,67.60 ,0.20 (0.30 %),"8,300 ","569,000,000 ",69.50 ,69.80 ,67.60 ,TRA
6,10/05/2021,64.94 ,67.40 ,-0.40 (-0.59 %),"6,400 ","432,000,000 ",67.10 ,68.80 ,67.10 ,TRA
7,07/05/2021,65.33 ,67.80 ,-0.20 (-0.29 %),"5,200 ","358,000,000 ",67.70 ,69.90 ,67.50 ,TRA
8,06/05/2021,65.52 ,68.00 ,0.00 (0.00 %),"5,300 ","360,000,000 ",68.10 ,68.10 ,67.70 ,TRA
9,05/05/2021,65.52 ,68.00 ,-1.00 (-1.45 %),700 ,"48,000,000 ",68.80 ,68.80 ,68.00 ,TRA
10,04/05/2021,66.48 ,69.00 ,-0.50 (-0.72 %),"2,200 ","152,000,000 ",69.50 ,69.50 ,68.50 ,TRA
11,29/04/2021,66.97 ,69.50 ,0.50 (0.72 %),"3,700 ","254,000,000 ",67.80 ,70.00 ,67.80 ,TRA
12,28/04/2021,66.48 ,69.00 ,1.10 (1.62 %),"3,200 ","219,000,000 ",68.00 ,69.00 ,67.90 ,TRA
13,27/04/2021,65.42 ,67.90 ,-0.10 (-0.15 %),"3,100 ","210,000,000 ",67.90 ,67.90 ,67.60 ,TRA
14,26/04/2021,65.52 ,68.00 ,-1.80 (-2.58 %),"10,900 ","748,000,000 ",69.80 ,69.80 ,68.00 ,TRA
15,23/04/2021,67.25 ,69.80 ,-0.10 (-0.14 %),700 ,"49,000,000 ",69.90 ,69.90 ,69.10 ,TRA
16,22/04/2021,67.35 ,69.90 ,0.10 (0.14 %),"34,100 ","2,388,000,000 ",70.00 ,70.50 ,69.10 ,TRA
17,20/04/2021,67.25 ,69.80 ,-0.10 (-0.14 %),"8,500 ","590,000,000 ",69.90 ,69.90 ,69.00 ,TRA
18,19/04/2021,67.35 ,69.90 ,-0.10 (-0.14 %),"4,900 ","342,000,000 ",70.00 ,70.00 ,69.40 ,TRA
19,16/04/2021,67.45 ,70.00 ,-0.10 (-0.14 %),"9,700 ","683,000,000 ",70.50 ,71.00 ,70.00 ,TRA
0,15/04/2021,67.54 ,70.10 ,-1.40 (-1.96 %),"4,900 ","344,000,000 ",71.40 ,71.40 ,70.00 ,TRA
1,14/04/2021,68.89 ,71.50 ,0.80 (1.13 %),"2,400 ","170,000,000 ",70.60 ,71.50 ,70.50 ,TRA
2,13/04/2021,68.12 ,70.70 ,0.00 (0.00 %),"9,400 ","663,000,000 ",70.90 ,70.90 ,70.00 ,TRA
3,12/04/2021,68.12 ,70.70 ,-0.30 (-0.42 %),"14,400 ","1,023,000,000 ",73.00 ,73.00 ,70.50 ,TRA
4,09/04/2021,68.41 ,71.00 ,-1.00 (-1.39 %),"31,400 ","2,247,000,000 ",72.10 ,74.50 ,70.50 ,TRA
5,08/04/2021,69.37 ,72.00 ,-2.60 (-3.49 %),"10,700 ","795,000,000 ",74.60 ,75.00 ,72.00 ,TRA
6,07/04/2021,71.88 ,74.60 ,-1.00 (-1.32 %),"19,200 ","1,449,000,000 ",75.60 ,76.00 ,74.50 ,TRA
7,06/04/2021,72.84 ,75.60 ,0.00 (0.00 %),"11,300 ","857,000,000 ",76.00 ,76.90 ,75.00 ,TRA
8,05/04/2021,72.84 ,75.60 ,3.60 (5.00 %),"35,500 ","2,660,000,000 ",71.50 ,76.90 ,71.50 ,TRA
9,02/04/2021,69.37 ,72.00 ,0.50 (0.70 %),"18,800 ","1,353,000,000 ",71.00 ,72.50 ,71.00 ,TRA
10,01/04/2021,68.89 ,71.50 ,2.80 (4.08 %),"20,800 ","1,488,000,000 ",71.00 ,72.00 ,71.00 ,TRA
11,31/03/2021,66.19 ,68.70 ,-0.30 (-0.43 %),"11,900 ","834,000,000 ",69.00 ,70.30 ,68.70 ,TRA
12,30/03/2021,66.48 ,69.00 ,-1.50 (-2.13 %),"1,600 ","111,000,000 ",70.50 ,70.50 ,69.00 ,TRA
13,29/03/2021,67.93 ,70.50 ,1.20 (1.73 %),"3,900 ","271,000,000 ",70.00 ,70.50 ,69.00 ,TRA
14,26/03/2021,66.77 ,69.30 ,-0.20 (-0.29 %),"18,500 ","1,283,000,000 ",69.50 ,69.50 ,69.20 ,TRA
15,25/03/2021,66.97 ,69.50 ,0.30 (0.43 %),"7,100 ","492,000,000 ",69.00 ,69.50 ,68.80 ,TRA
16,24/03/2021,66.68 ,69.20 ,-0.80 (-1.14 %),"17,200 ","1,193,000,000 ",70.00 ,70.00 ,69.00 ,TRA
17,23/03/2021,67.45 ,70.00 ,0.10 (0.14 %),"4,400 ","305,000,000 ",69.00 ,70.00 ,69.00 ,TRA
18,22/03/2021,67.35 ,69.90 ,0.10 (0.14 %),"13,200 ","923,000,000 ",69.80 ,70.00 ,68.20 ,TRA
19,19/03/2021,67.25 ,69.80 ,-0.40 (-0.57 %),"6,700 ","468,000,000 ",69.80 ,70.00 ,69.50 ,TRA
0,18/03/2021,67.64 ,70.20 ,0.60 (0.86 %),"4,600 ","328,000,000 ",71.80 ,71.90 ,70.20 ,TRA
1,17/03/2021,67.06 ,69.60 ,0.10 (0.14 %),"5,200 ","362,000,000 ",69.50 ,69.80 ,69.50 ,TRA
2,16/03/2021,66.97 ,69.50 ,-1.50 (-2.11 %),"6,600 ","468,000,000 ",70.90 ,71.10 ,69.50 ,TRA
3,15/03/2021,68.41 ,71.00 ,1.50 (2.16 %),"1,900 ","134,000,000 ",69.90 ,71.50 ,69.90 ,TRA
4,12/03/2021,66.97 ,69.50 ,1.50 (2.21 %),"15,000 ","1,051,000,000 ",69.40 ,70.90 ,69.40 ,TRA
5,11/03/2021,65.52 ,68.00 ,-0.50 (-0.73 %),"1,400 ","95,000,000 ",69.00 ,69.00 ,68.00 ,TRA
6,10/03/2021,66.00 ,68.50 ,-0.50 (-0.72 %),"3,300 ","226,000,000 ",68.50 ,69.00 ,68.50 ,TRA
7,09/03/2021,66.48 ,69.00 ,0.00 (0.00 %),"6,200 ","425,000,000 ",69.00 ,69.00 ,68.00 ,TRA
8,08/03/2021,66.48 ,69.00 ,1.00 (1.47 %),"9,900 ","681,000,000 ",68.00 ,69.00 ,68.00 ,TRA
9,05/03/2021,65.52 ,68.00 ,-0.50 (-0.73 %),"2,400 ","161,000,000 ",67.10 ,68.00 ,67.10 ,TRA
10,04/03/2021,66.00 ,68.50 ,-0.70 (-1.01 %),"25,600 ","1,763,000,000 ",69.00 ,69.00 ,68.50 ,TRA
11,03/03/2021,66.68 ,69.20 ,0.20 (0.29 %),"5,600 ","386,000,000 ",69.00 ,69.20 ,68.50 ,TRA
12,02/03/2021,66.48 ,69.00 ,0.00 (0.00 %),"7,800 ","538,000,000 ",68.80 ,69.50 ,68.50 ,TRA
13,01/03/2021,66.48 ,69.00 ,1.10 (1.62 %),"7,600 ","522,000,000 ",67.90 ,69.00 ,67.90 ,TRA
14,26/02/2021,65.42 ,67.90 ,0.90 (1.34 %),"19,500 ","1,322,000,000 ",67.00 ,68.50 ,67.00 ,TRA
15,25/02/2021,64.56 ,67.00 ,0.50 (0.75 %),"13,900 ","932,000,000 ",67.00 ,67.20 ,67.00 ,TRA
16,24/02/2021,64.07 ,66.50 ,-1.00 (-1.48 %),"30,300 ","2,039,000,000 ",67.90 ,68.00 ,66.20 ,TRA
17,23/02/2021,65.04 ,67.50 ,1.50 (2.27 %),"41,100 ","2,735,000,000 ",66.50 ,67.50 ,65.80 ,TRA
18,22/02/2021,63.59 ,66.00 ,0.50 (0.76 %),"21,800 ","1,438,000,000 ",65.50 ,67.00 ,65.50 ,TRA
19,19/02/2021,63.11 ,65.50 ,0.00 (0.00 %),"25,100 ","1,645,000,000 ",65.50 ,65.80 ,65.40 ,TRA
0,18/02/2021,63.11 ,65.50 ,-0.50 (-0.76 %),"19,100 ","1,255,000,000 ",66.50 ,66.50 ,65.40 ,TRA
1,17/02/2021,63.59 ,66.00 ,0.40 (0.61 %),"8,100 ","532,000,000 ",66.00 ,66.50 ,65.00 ,TRA
2,09/02/2021,63.21 ,65.60 ,1.10 (1.71 %),600 ,"39,000,000 ",64.50 ,65.60 ,64.50 ,TRA
3,08/02/2021,62.15 ,64.50 ,1.00 (1.57 %),"7,000 ","448,000,000 ",63.50 ,64.50 ,63.50 ,TRA
4,05/02/2021,61.18 ,63.50 ,-0.10 (-0.16 %),"14,300 ","908,000,000 ",64.00 ,64.00 ,63.00 ,TRA
5,04/02/2021,61.28 ,63.60 ,-0.40 (-0.62 %),"30,100 ","1,940,000,000 ",66.70 ,66.70 ,63.60 ,TRA
6,03/02/2021,61.67 ,64.00 ,-0.20 (-0.31 %),"33,600 ","2,171,000,000 ",68.40 ,68.40 ,64.00 ,TRA
7,02/02/2021,61.86 ,64.20 ,-2.50 (-3.75 %),"13,600 ","883,000,000 ",66.70 ,66.70 ,64.00 ,TRA
8,01/02/2021,64.27 ,66.70 ,0.00 (0.00 %),"58,200 ","3,878,000,000 ",66.70 ,67.00 ,66.40 ,TRA
9,29/01/2021,64.27 ,66.70 ,4.30 (6.89 %),"9,000 ","595,000,000 ",65.80 ,66.70 ,65.80 ,TRA
10,28/01/2021,60.12 ,62.40 ,-1.60 (-2.50 %),"43,200 ","2,631,000,000 ",59.90 ,63.90 ,59.60 ,TRA
11,27/01/2021,61.67 ,64.00 ,-2.80 (-4.19 %),"36,200 ","2,359,000,000 ",66.80 ,66.80 ,64.00 ,TRA
12,26/01/2021,64.36 ,66.80 ,0.00 (0.00 %),"11,900 ","785,000,000 ",66.80 ,66.80 ,62.30 ,TRA
13,25/01/2021,64.36 ,66.80 ,-1.70 (-2.48 %),"20,300 ","1,359,000,000 ",68.10 ,68.10 ,66.50 ,TRA
14,22/01/2021,66.00 ,68.50 ,0.00 (0.00 %),"5,200 ","356,000,000 ",69.00 ,69.00 ,68.50 ,TRA
15,21/01/2021,66.00 ,68.50 ,0.00 (0.00 %),"4,000 ","273,000,000 ",68.30 ,68.50 ,68.00 ,TRA
16,20/01/2021,66.00 ,68.50 ,0.50 (0.74 %),"7,000 ","483,000,000 ",68.00 ,69.50 ,68.00 ,TRA
17,19/01/2021,65.52 ,68.00 ,-4.00 (-5.56 %),"6,000 ","418,000,000 ",71.00 ,71.00 ,66.50 ,TRA
18,18/01/2021,67.45 ,72.00 ,1.00 (1.41 %),"43,800 ","3,118,000,000 ",71.20 ,72.30 ,71.00 ,TRA
19,15/01/2021,66.51 ,71.00 ,-1.00 (-1.39 %),"35,400 ","2,529,000,000 ",72.20 ,73.00 ,71.00 ,TRA
0,14/01/2021,67.45 ,72.00 ,-1.50 (-2.04 %),"28,900 ","2,097,000,000 ",73.50 ,73.60 ,71.60 ,TRA
1,13/01/2021,68.85 ,73.50 ,2.00 (2.80 %),"20,100 ","1,455,000,000 ",72.00 ,73.50 ,71.60 ,TRA
2,12/01/2021,66.98 ,71.50 ,-1.10 (-1.52 %),"14,900 ","1,072,000,000 ",72.60 ,72.60 ,71.40 ,TRA
3,11/01/2021,68.01 ,72.60 ,2.10 (2.98 %),"11,600 ","837,000,000 ",71.50 ,72.60 ,71.50 ,TRA
4,08/01/2021,66.04 ,70.50 ,-0.50 (-0.70 %),"22,400 ","1,586,000,000 ",71.00 ,72.00 ,70.30 ,TRA
5,07/01/2021,66.51 ,71.00 ,-1.50 (-2.07 %),"11,700 ","837,000,000 ",72.60 ,73.00 ,71.00 ,TRA
6,06/01/2021,67.91 ,72.50 ,-0.80 (-1.09 %),"5,200 ","369,000,000 ",73.30 ,73.30 ,70.20 ,TRA
7,05/01/2021,68.66 ,73.30 ,0.30 (0.41 %),"1,600 ","118,000,000 ",73.10 ,74.00 ,73.10 ,TRA
8,04/01/2021,68.38 ,73.00 ,1.40 (1.96 %),"2,600 ","192,000,000 ",73.30 ,74.00 ,73.00 ,TRA
9,31/12/2020,67.07 ,71.60 ,0.10 (0.14 %),"6,200 ","443,000,000 ",71.50 ,71.70 ,71.30 ,TRA
10,30/12/2020,66.98 ,71.50 ,1.70 (2.44 %),"7,270 ","516,000,000 ",69.80 ,71.70 ,69.80 ,TRA
11,29/12/2020,65.38 ,69.80 ,0.80 (1.16 %),"1,110 ","77,000,000 ",69.90 ,69.90 ,68.80 ,TRA
12,28/12/2020,64.64 ,69.00 ,-0.90 (-1.29 %),"2,500 ","172,000,000 ",69.50 ,69.50 ,68.00 ,TRA
13,25/12/2020,65.48 ,69.90 ,0.90 (1.30 %),"1,700 ","118,000,000 ",67.60 ,70.00 ,67.60 ,TRA
14,24/12/2020,64.64 ,69.00 ,-1.00 (-1.43 %),"5,200 ","358,000,000 ",70.50 ,70.50 ,68.50 ,TRA
15,23/12/2020,65.57 ,70.00 ,0.00 (0.00 %),"2,450 ","171,000,000 ",70.00 ,70.00 ,69.00 ,TRA
16,22/12/2020,65.57 ,70.00 ,0.60 (0.86 %),"3,150 ","218,000,000 ",70.80 ,70.80 ,68.50 ,TRA
17,21/12/2020,65.01 ,69.40 ,0.40 (0.58 %),"5,250 ","362,000,000 ",69.90 ,69.90 ,68.50 ,TRA
18,18/12/2020,64.64 ,69.00 ,0.00 (0.00 %),"6,090 ","419,000,000 ",69.40 ,69.40 ,68.50 ,TRA
19,17/12/2020,64.64 ,69.00 ,0.60 (0.88 %),"1,760 ","121,000,000 ",68.40 ,69.00 ,67.50 ,TRA
0,16/12/2020,64.07 ,68.40 ,0.00 (0.00 %),"1,120 ","77,000,000 ",68.90 ,68.90 ,68.40 ,TRA
1,15/12/2020,64.07 ,68.40 ,-0.10 (-0.15 %),"3,600 ","245,000,000 ",68.00 ,68.40 ,67.10 ,TRA
2,14/12/2020,64.17 ,68.50 ,-0.50 (-0.72 %),"2,430 ","166,000,000 ",69.00 ,69.00 ,68.10 ,TRA
3,11/12/2020,64.64 ,69.00 ,1.00 (1.47 %),"1,470 ","101,000,000 ",68.00 ,69.00 ,68.00 ,TRA
4,10/12/2020,63.70 ,68.00 ,-0.80 (-1.16 %),"1,600 ","110,000,000 ",68.80 ,68.80 ,68.00 ,TRA
5,09/12/2020,64.45 ,68.80 ,0.00 (0.00 %),"1,020 ","70,000,000 ",68.80 ,68.80 ,68.80 ,TRA
6,08/12/2020,64.45 ,68.80 ,0.50 (0.73 %),"1,920 ","131,000,000 ",69.00 ,69.00 ,67.00 ,TRA
7,07/12/2020,63.98 ,68.30 ,0.00 (0.00 %),"1,270 ","87,000,000 ",68.30 ,68.90 ,67.30 ,TRA
8,04/12/2020,63.98 ,68.30 ,0.10 (0.15 %),720 ,"49,000,000 ",70.20 ,70.20 ,68.30 ,TRA
9,03/12/2020,63.89 ,68.20 ,0.10 (0.15 %),"6,020 ","410,000,000 ",68.00 ,68.50 ,68.00 ,TRA
10,02/12/2020,63.79 ,68.10 ,-0.60 (-0.87 %),"7,160 ","490,000,000 ",68.70 ,69.00 ,68.10 ,TRA
11,01/12/2020,64.35 ,68.70 ,0.00 (0.00 %),"1,160 ","79,000,000 ",69.00 ,69.00 ,68.10 ,TRA
12,30/11/2020,64.35 ,68.70 ,0.10 (0.15 %),"3,610 ","248,000,000 ",70.10 ,70.10 ,68.10 ,TRA
13,27/11/2020,64.26 ,68.60 ,-0.40 (-0.58 %),"5,460 ","377,000,000 ",69.50 ,69.50 ,68.60 ,TRA
14,26/11/2020,64.64 ,69.00 ,-0.80 (-1.15 %),"2,150 ","150,000,000 ",67.90 ,69.80 ,67.90 ,TRA
15,25/11/2020,65.38 ,69.80 ,-0.10 (-0.14 %),"6,270 ","429,000,000 ",69.80 ,69.90 ,68.00 ,TRA
16,24/11/2020,65.48 ,69.90 ,-0.60 (-0.85 %),"6,540 ","458,000,000 ",70.50 ,70.50 ,68.00 ,TRA
17,23/11/2020,66.04 ,70.50 ,0.00 (0.00 %),"6,980 ","491,000,000 ",70.50 ,70.50 ,69.50 ,TRA
18,20/11/2020,66.04 ,70.50 ,0.00 (0.00 %),"2,790 ","195,000,000 ",70.50 ,71.00 ,70.00 ,TRA
19,19/11/2020,66.04 ,70.50 ,1.10 (1.59 %),"5,350 ","377,000,000 ",69.70 ,71.00 ,69.50 ,TRA
0,18/11/2020,65.01 ,69.40 ,1.20 (1.76 %),"6,850 ","474,000,000 ",68.20 ,69.60 ,68.20 ,TRA
1,17/11/2020,63.89 ,68.20 ,1.20 (1.79 %),"2,240 ","153,000,000 ",67.00 ,68.20 ,67.00 ,TRA
2,16/11/2020,62.76 ,67.00 ,0.20 (0.30 %),"1,630 ","109,000,000 ",67.70 ,67.70 ,66.80 ,TRA
3,13/11/2020,62.57 ,66.80 ,0.70 (1.06 %),"1,540 ","102,000,000 ",66.10 ,67.00 ,66.00 ,TRA
4,12/11/2020,61.92 ,66.10 ,-0.40 (-0.60 %),"1,810 ","120,000,000 ",66.50 ,66.50 ,66.00 ,TRA
5,11/11/2020,62.29 ,66.50 ,0.00 (0.00 %),"1,680 ","112,000,000 ",66.50 ,66.90 ,66.30 ,TRA
6,10/11/2020,62.29 ,66.50 ,2.30 (3.58 %),"9,290 ","605,000,000 ",64.20 ,66.70 ,64.00 ,TRA
7,09/11/2020,60.14 ,64.20 ,0.20 (0.31 %),"3,250 ","207,000,000 ",63.20 ,64.40 ,63.20 ,TRA
8,06/11/2020,59.95 ,64.00 ,0.00 (0.00 %),"1,210 ","77,000,000 ",64.00 ,64.00 ,63.60 ,TRA
9,05/11/2020,59.95 ,64.00 ,0.70 (1.11 %),"2,590 ","165,000,000 ",63.30 ,64.00 ,63.30 ,TRA
10,04/11/2020,59.30 ,63.30 ,0.30 (0.48 %),"6,540 ","411,000,000 ",62.00 ,64.50 ,62.00 ,TRA
11,03/11/2020,59.01 ,63.00 ,-0.50 (-0.79 %),"1,200 ","76,000,000 ",63.50 ,63.50 ,63.00 ,TRA
12,02/11/2020,59.48 ,63.50 ,0.00 (0.00 %),460 ,"29,000,000 ",64.60 ,64.60 ,63.50 ,TRA
13,30/10/2020,59.48 ,63.50 ,1.50 (2.42 %),"9,570 ","597,000,000 ",62.10 ,63.50 ,62.00 ,TRA
14,29/10/2020,58.08 ,62.00 ,1.40 (2.31 %),"13,990 ","849,000,000 ",60.50 ,62.00 ,59.90 ,TRA
15,28/10/2020,56.77 ,60.60 ,-1.40 (-2.26 %),"1,560 ","96,000,000 ",62.00 ,62.00 ,60.60 ,TRA
16,27/10/2020,58.08 ,62.00 ,-1.00 (-1.59 %),"3,310 ","202,000,000 ",61.50 ,63.00 ,60.00 ,TRA
17,26/10/2020,59.01 ,63.00 ,1.00 (1.61 %),680 ,"42,000,000 ",62.00 ,63.00 ,62.00 ,TRA
18,23/10/2020,58.08 ,62.00 ,0.00 (0.00 %),"4,530 ","281,000,000 ",62.00 ,62.10 ,61.50 ,TRA
19,22/10/2020,58.08 ,62.00 ,0.00 (0.00 %),640 ,"40,000,000 ",62.00 ,62.90 ,62.00 ,TRA
0,21/10/2020,58.08 ,62.00 ,-1.00 (-1.59 %),"3,360 ","211,000,000 ",63.00 ,63.00 ,62.00 ,TRA
1,20/10/2020,59.01 ,63.00 ,-0.20 (-0.32 %),"6,460 ","406,000,000 ",63.80 ,63.80 ,62.70 ,TRA
2,19/10/2020,59.20 ,63.20 ,1.20 (1.94 %),"3,890 ","246,000,000 ",62.50 ,63.50 ,62.50 ,TRA
3,16/10/2020,58.08 ,62.00 ,-1.30 (-2.05 %),"2,090 ","129,000,000 ",63.30 ,63.30 ,61.50 ,TRA
4,15/10/2020,59.30 ,63.30 ,1.10 (1.77 %),"2,380 ","151,000,000 ",63.00 ,63.90 ,63.00 ,TRA
5,14/10/2020,58.27 ,62.20 ,-0.20 (-0.32 %),"1,410 ","88,000,000 ",64.40 ,64.40 ,62.20 ,TRA
6,13/10/2020,58.45 ,62.40 ,-2.40 (-3.70 %),"16,140 ","1,009,000,000 ",64.50 ,64.50 ,62.30 ,TRA
7,12/10/2020,60.70 ,64.80 ,0.00 (0.00 %),"25,630 ","1,663,000,000 ",64.80 ,65.10 ,63.90 ,TRA
8,09/10/2020,60.70 ,64.80 ,3.80 (6.23 %),"18,030 ","1,153,000,000 ",62.40 ,64.80 ,62.40 ,TRA
9,08/10/2020,57.14 ,61.00 ,3.10 (5.35 %),"25,050 ","1,495,000,000 ",57.90 ,61.10 ,57.90 ,TRA
10,07/10/2020,54.24 ,57.90 ,0.20 (0.35 %),"13,450 ","774,000,000 ",57.00 ,58.00 ,57.00 ,TRA
11,06/10/2020,54.05 ,57.70 ,0.10 (0.17 %),"5,010 ","289,000,000 ",57.60 ,57.80 ,57.60 ,TRA
12,05/10/2020,53.96 ,57.60 ,0.10 (0.17 %),"15,570 ","895,000,000 ",57.50 ,57.60 ,56.50 ,TRA
13,02/10/2020,53.86 ,57.50 ,0.10 (0.17 %),"10,730 ","617,000,000 ",57.70 ,57.80 ,57.10 ,TRA
14,01/10/2020,53.77 ,57.40 ,0.00 (0.00 %),"7,810 ","448,000,000 ",57.00 ,57.70 ,57.00 ,TRA
15,30/09/2020,53.77 ,57.40 ,0.60 (1.06 %),"35,550 ","2,022,000,000 ",57.00 ,57.40 ,56.70 ,TRA
16,29/09/2020,53.21 ,56.80 ,0.20 (0.35 %),"16,520 ","939,000,000 ",57.00 ,57.00 ,56.80 ,TRA
17,28/09/2020,53.02 ,56.60 ,-0.10 (-0.18 %),"11,910 ","678,000,000 ",56.50 ,57.70 ,56.50 ,TRA
18,25/09/2020,53.11 ,56.70 ,-0.10 (-0.18 %),"8,080 ","457,000,000 ",56.80 ,56.80 ,56.50 ,TRA
19,24/09/2020,53.21 ,56.80 ,-0.10 (-0.18 %),"4,440 ","252,000,000 ",56.90 ,57.00 ,56.50 ,TRA
0,23/09/2020,53.30 ,56.90 ,0.10 (0.18 %),"6,450 ","367,000,000 ",56.80 ,57.00 ,56.80 ,TRA
1,22/09/2020,53.21 ,56.80 ,-0.20 (-0.35 %),"16,100 ","917,000,000 ",57.00 ,57.00 ,56.80 ,TRA
2,21/09/2020,53.39 ,57.00 ,-0.70 (-1.21 %),"2,220 ","127,000,000 ",57.70 ,57.90 ,57.00 ,TRA
3,18/09/2020,54.05 ,57.70 ,0.20 (0.35 %),"9,530 ","548,000,000 ",56.50 ,57.80 ,56.50 ,TRA
4,17/09/2020,53.86 ,57.50 ,-0.10 (-0.17 %),"12,700 ","726,000,000 ",57.70 ,57.70 ,57.00 ,TRA
5,16/09/2020,53.96 ,57.60 ,0.00 (0.00 %),"6,700 ","384,000,000 ",58.00 ,58.00 ,57.00 ,TRA
6,15/09/2020,53.96 ,57.60 ,1.60 (2.86 %),"46,650 ","2,668,000,000 ",56.00 ,57.80 ,55.80 ,TRA
7,14/09/2020,52.46 ,56.00 ,-0.20 (-0.36 %),"3,850 ","216,000,000 ",56.20 ,56.30 ,55.40 ,TRA
8,11/09/2020,52.64 ,56.20 ,0.00 (0.00 %),"5,510 ","310,000,000 ",56.20 ,56.50 ,56.00 ,TRA
9,10/09/2020,52.64 ,56.20 ,-0.10 (-0.18 %),"14,000 ","788,000,000 ",56.30 ,56.50 ,56.20 ,TRA
10,09/09/2020,52.74 ,56.30 ,0.10 (0.18 %),"6,030 ","339,000,000 ",56.20 ,56.40 ,56.00 ,TRA
11,08/09/2020,52.64 ,56.20 ,0.90 (1.63 %),"3,080 ","173,000,000 ",56.00 ,56.50 ,55.30 ,TRA
12,07/09/2020,51.80 ,55.30 ,0.30 (0.55 %),"26,550 ","1,495,000,000 ",55.10 ,56.90 ,55.10 ,TRA
